ID,y_probs,y_pred,y_true,mask
pepID722,"[0.14618447422981262, 0.4229624271392822, 0.4308531880378723]",2,2,1
pepID2168,"[0.11250226944684982, 0.4044231176376343, 0.4830746054649353]",2,2,1
polyID30_S78,"[0.9210193157196045, 0.01878884620964527, 0.06019183248281479]",0,0,1
pepID10579,"[0.9878902435302734, 0.0010512742446735501, 0.011058418080210686]",0,0,1
pepID10759,"[0.7773260474205017, 0.08072846382856369, 0.141945481300354]",0,0,1
polyID11_S3,"[0.008441966027021408, 0.8292583227157593, 0.16229978203773499]",1,1,1
polyID23_S15,"[0.009969891980290413, 0.32306185364723206, 0.6669682860374451]",2,1,1
pepID5856,"[0.6653390526771545, 0.14570826292037964, 0.18895266950130463]",0,0,1
pepID10440,"[0.3810177445411682, 0.31663838028907776, 0.30234384536743164]",0,0,1
pepID5817,"[0.8684357404708862, 0.03896445035934448, 0.0925997719168663]",0,0,1
pepID5408,"[0.3581058382987976, 0.313103586435318, 0.3287905752658844]",0,0,1
polyID18_S55,"[0.0019764660391956568, 0.27893659472465515, 0.7190869450569153]",2,2,1
polyID28_S10,"[0.8038574457168579, 0.064958356320858, 0.13118420541286469]",0,0,1
pepID5206,"[0.6934959888458252, 0.1270468384027481, 0.17945721745491028]",0,0,1
polyID40_S69,"[0.0016016745939850807, 0.22751377522945404, 0.7708845138549805]",2,2,1
polyID22_S80,"[0.14694705605506897, 0.7719702124595642, 0.08108276128768921]",1,1,1
pepID5603,"[0.6728014945983887, 0.1395511031150818, 0.18764740228652954]",0,0,1
pepID9477,"[0.08657000213861465, 0.37800729274749756, 0.5354227423667908]",2,0,1
pepID10762,"[0.5603882670402527, 0.22655713558197021, 0.2130546271800995]",0,0,1
pepID9456,"[0.9311482906341553, 0.015008428134024143, 0.053843285888433456]",0,0,1
polyID11_S96,"[0.005227452609688044, 0.8207859992980957, 0.17398644983768463]",1,1,1
polyID41_S99,"[0.8486000895500183, 0.04888999089598656, 0.10250992327928543]",0,1,1
pepID481,"[0.09851204603910446, 0.41230642795562744, 0.4891815185546875]",2,2,1
pepID3354,"[0.19596654176712036, 0.3694128692150116, 0.43462061882019043]",2,0,1
polyID23_S46,"[0.011462995782494545, 0.3266446888446808, 0.661892294883728]",2,1,1
polyID50_S88,"[0.0069183288142085075, 0.48209285736083984, 0.5109888911247253]",2,1,1
polyID25_S29,"[0.9692416191101074, 0.004305567592382431, 0.026452748104929924]",0,0,1
polyID11_S55,"[0.0007862080237828195, 0.19232428073883057, 0.8068894743919373]",2,1,1
pepID9703,"[0.9200347065925598, 0.0184781514108181, 0.06148718297481537]",0,0,1
pepID2504,"[0.6162925362586975, 0.19156906008720398, 0.19213837385177612]",0,0,1
pepID8443,"[0.9084704518318176, 0.02288809046149254, 0.06864146888256073]",0,0,1
pepID10688,"[0.7777310013771057, 0.08140789717435837, 0.1408611387014389]",0,0,1
pepID2942,"[0.08055800199508667, 0.37951409816741943, 0.5399278998374939]",2,2,1
pepID2870,"[0.11216732114553452, 0.4034327566623688, 0.4843999147415161]",2,1,1
pepID1032,"[0.07476772367954254, 0.368586927652359, 0.556645393371582]",2,2,1
pepID6005,"[0.6743948459625244, 0.14405421912670135, 0.18155090510845184]",0,0,1
pepID681,"[0.20241397619247437, 0.4336509108543396, 0.3639351427555084]",1,1,1
polyID11_S46,"[0.0024250359274446964, 0.4227927625179291, 0.5747822523117065]",2,1,1
pepID3644,"[0.10378166288137436, 0.3681178390979767, 0.5281005501747131]",2,0,1
polyID50_S72,"[0.3126508295536041, 0.5528708100318909, 0.13447828590869904]",1,1,1
polyID9_S99,"[0.2036311775445938, 0.7328969240188599, 0.06347185373306274]",1,0,1
pepID3872,"[0.28772586584091187, 0.3557235300540924, 0.3565506041049957]",2,2,1
polyID9_S7,"[0.22406288981437683, 0.7099581956863403, 0.06597892194986343]",1,0,1
pepID9997,"[0.45760804414749146, 0.2738800048828125, 0.26851198077201843]",0,0,1
pepID3928,"[0.8297544717788696, 0.056589625775814056, 0.11365588009357452]",0,1,1
pepID9050,"[0.7176724076271057, 0.11616296321153641, 0.1661645919084549]",0,0,1
pepID6080,"[0.17094844579696655, 0.43050098419189453, 0.3985505998134613]",1,0,1
pepID7227,"[0.940406858921051, 0.01278691552579403, 0.04680618271231651]",0,0,1
pepID10141,"[0.6353607177734375, 0.1561199575662613, 0.2085193544626236]",0,0,1
polyID18_S47,"[0.0014327014796435833, 0.27889755368232727, 0.719669759273529]",2,2,1
pepID10572,"[0.6641650795936584, 0.14363381266593933, 0.19220109283924103]",0,0,1
polyID50_S95,"[0.04283799231052399, 0.7343850135803223, 0.22277702391147614]",1,1,1
polyID22_S81,"[0.13164056837558746, 0.7956985831260681, 0.07266087830066681]",1,1,1
polyID9_S76,"[0.1980116218328476, 0.7408243417739868, 0.061163973063230515]",1,0,1
pepID6447,"[0.8581495881080627, 0.04384629428386688, 0.09800403565168381]",0,0,1
polyID23_S96,"[0.011643494479358196, 0.32592272758483887, 0.6624337434768677]",2,1,1
polyID28_S86,"[0.8255918622016907, 0.05532697215676308, 0.11908110231161118]",0,0,1
pepID3866,"[0.12271647900342941, 0.401652991771698, 0.475630521774292]",2,1,1
polyID28_S75,"[0.7148626446723938, 0.10841162502765656, 0.17672573029994965]",0,0,1
pepID6431,"[0.8607426881790161, 0.04438869282603264, 0.09486865252256393]",0,0,1
polyID36_S67,"[0.3949119448661804, 0.5099222660064697, 0.09516581147909164]",1,2,1
pepID2981,"[0.12065145373344421, 0.36619001626968384, 0.5131585001945496]",2,1,1
pepID9445,"[0.9793567657470703, 0.00242644757963717, 0.018216704949736595]",0,0,1
pepID4449,"[0.051674745976924896, 0.3614387810230255, 0.586886465549469]",2,2,1
polyID40_S59,"[0.0021576164290308952, 0.23527394235134125, 0.7625684142112732]",2,2,1
pepID10741,"[0.5506517887115479, 0.22316858172416687, 0.2261795699596405]",0,0,1
polyID40_S29,"[0.005228707566857338, 0.2742857038974762, 0.7204855680465698]",2,2,1
pepID6259,"[0.9151467084884644, 0.020469382405281067, 0.06438388675451279]",0,0,1
pepID9364,"[0.9573248624801636, 0.007797921542078257, 0.034877222031354904]",0,0,1
pepID3627,"[0.08194390684366226, 0.369095116853714, 0.5489609837532043]",2,1,1
pepID8463,"[0.8764035701751709, 0.03588440269231796, 0.08771203458309174]",0,0,1
pepID3739,"[0.03023148700594902, 0.32641130685806274, 0.6433571577072144]",2,2,1
polyID30_S98,"[0.668849766254425, 0.1908743977546692, 0.14027586579322815]",0,0,1
pepID2454,"[0.34312620759010315, 0.3223695755004883, 0.33450424671173096]",0,1,1
pepID5107,"[0.08974185585975647, 0.3935014605522156, 0.5167567133903503]",2,2,1
pepID5713,"[0.9635630249977112, 0.006112454924732447, 0.03032449632883072]",0,0,1
pepID2633,"[0.11140277981758118, 0.3913246691226959, 0.4972725510597229]",2,1,1
polyID30_S79,"[0.8855050206184387, 0.033692825585603714, 0.08080212771892548]",0,0,1
pepID301,"[0.5270259976387024, 0.21858301758766174, 0.25439098477363586]",0,1,1
polyID50_S8,"[0.016596248373389244, 0.6666758060455322, 0.3167279362678528]",1,1,1
polyID25_S19,"[0.9654680490493774, 0.005157625302672386, 0.029374312609434128]",0,0,1
pepID9467,"[0.7247481942176819, 0.11020458489656448, 0.1650472730398178]",0,0,1
pepID6695,"[0.9330231547355652, 0.014247405342757702, 0.05272943153977394]",0,0,1
polyID9_S39,"[0.2569442391395569, 0.6770581603050232, 0.06599760055541992]",1,0,1
polyID36_S27,"[0.33448800444602966, 0.5856212377548218, 0.07989072799682617]",1,2,1
polyID31_S41,"[0.030334146693348885, 0.6338694095611572, 0.3357964754104614]",1,0,1
pepID2344,"[0.12268338352441788, 0.4153173863887787, 0.46199923753738403]",2,1,1
pepID3159,"[0.04493558034300804, 0.34515973925590515, 0.6099046468734741]",2,1,1
pepID2857,"[0.08928308635950089, 0.3618218004703522, 0.5488951206207275]",2,2,1
polyID40_S64,"[0.0016038622707128525, 0.24561390280723572, 0.7527822852134705]",2,2,1
pepID10482,"[0.35796013474464417, 0.33030641078948975, 0.3117334544658661]",0,0,1
pepID9420,"[0.6613613963127136, 0.14842364192008972, 0.19021499156951904]",0,0,1
pepID5680,"[0.6163111925125122, 0.17138704657554626, 0.21230171620845795]",0,0,1
pepID8275,"[0.5550438761711121, 0.2118639051914215, 0.23309223353862762]",0,0,1
polyID11_S82,"[0.00229176739230752, 0.4044135510921478, 0.5932946801185608]",2,1,1
polyID26_S86,"[0.31324222683906555, 0.6067814826965332, 0.07997631281614304]",1,0,1
pepID4415,"[0.050131842494010925, 0.3533726930618286, 0.5964953899383545]",2,2,1
pepID3424,"[0.026956593617796898, 0.34630003571510315, 0.6267433166503906]",2,2,1
polyID25_S2,"[0.973188579082489, 0.00347686093300581, 0.0233345665037632]",0,0,1
pepID2617,"[0.1007329672574997, 0.36792513728141785, 0.5313419103622437]",2,1,1
polyID18_S76,"[0.0014331520069390535, 0.2660672962665558, 0.7324995398521423]",2,2,1
pepID5902,"[0.5952945351600647, 0.18318133056163788, 0.2215241938829422]",0,0,1
polyID26_S91,"[0.3324318528175354, 0.5864178538322449, 0.08115018159151077]",1,0,1
polyID30_S43,"[0.8543099761009216, 0.04785996675491333, 0.09783007949590683]",0,0,1
polyID40_S22,"[0.002000228501856327, 0.2347124218940735, 0.763287365436554]",2,2,1
pepID2222,"[0.02758605405688286, 0.32846498489379883, 0.6439489126205444]",2,2,1
pepID9802,"[0.0837390124797821, 0.37740007042884827, 0.5388609170913696]",2,0,1
pepID7954,"[0.8938145637512207, 0.02831658348441124, 0.07786882668733597]",0,0,1
pepID9229,"[0.8130649924278259, 0.06367937475442886, 0.1232556626200676]",0,0,1
polyID18_S16,"[0.0013935919851064682, 0.25688496232032776, 0.7417213916778564]",2,2,1
polyID11_S49,"[0.002892731688916683, 0.6293116807937622, 0.36779558658599854]",1,1,1
pepID10635,"[0.6694384217262268, 0.1418866366147995, 0.1886749565601349]",0,0,1
pepID10034,"[0.6062912940979004, 0.1953764706850052, 0.1983323097229004]",0,0,1
pepID7199,"[0.690570056438446, 0.13804452121257782, 0.17138540744781494]",0,0,1
pepID2467,"[0.09437265992164612, 0.41226938366889954, 0.49335792660713196]",2,0,1
polyID12_S74,"[0.00379864196293056, 0.5608100295066833, 0.43539127707481384]",1,1,1
pepID3505,"[0.7785952091217041, 0.08474589139223099, 0.13665884733200073]",0,2,1
pepID8357,"[0.8992734551429749, 0.02690151147544384, 0.07382500916719437]",0,0,1
pepID2558,"[0.0928599014878273, 0.4168461859226227, 0.4902938902378082]",2,2,1
pepID3975,"[0.5504158735275269, 0.2422247678041458, 0.20735937356948853]",0,1,1
pepID1915,"[0.15056271851062775, 0.3852020800113678, 0.46423521637916565]",2,1,1
polyID26_S13,"[0.3634878396987915, 0.5481477975845337, 0.088364377617836]",1,0,1
pepID8916,"[0.13728895783424377, 0.42819809913635254, 0.4345129430294037]",2,0,1
polyID11_S75,"[0.010025600902736187, 0.7720779776573181, 0.21789643168449402]",1,1,1
pepID8447,"[0.9051710963249207, 0.024615416303277016, 0.07021346688270569]",0,0,1
polyID11_S1,"[0.0012086675269529223, 0.32184818387031555, 0.6769431233406067]",2,1,1
polyID40_S34,"[0.002667126012966037, 0.2627989947795868, 0.7345339059829712]",2,2,1
pepID9627,"[0.9023820161819458, 0.02507738023996353, 0.07254066318273544]",0,0,1
polyID41_S69,"[0.9366214871406555, 0.013058294542133808, 0.050320230424404144]",0,1,1
polyID9_S79,"[0.22436733543872833, 0.7088446617126465, 0.0667879655957222]",1,0,1
polyID26_S71,"[0.3273276090621948, 0.5972703099250793, 0.07540211081504822]",1,0,1
polyID32_S100,"[0.0014675002312287688, 0.21916863322257996, 0.7793638706207275]",2,2,1
pepID8773,"[0.20149625837802887, 0.41428330540657043, 0.3842204809188843]",1,0,1
pepID1582,"[0.0690385177731514, 0.3798121511936188, 0.551149308681488]",2,2,1
polyID40_S14,"[0.0007544743129983544, 0.18488937616348267, 0.8143561482429504]",2,2,1
polyID41_S38,"[0.8930220603942871, 0.02891351655125618, 0.07806441187858582]",0,1,1
pepID4176,"[0.03282168135046959, 0.34995269775390625, 0.6172255873680115]",2,1,1
polyID32_S55,"[0.002246822463348508, 0.2555778920650482, 0.742175281047821]",2,2,1
polyID25_S75,"[0.9617685675621033, 0.006051474250853062, 0.032179951667785645]",0,0,1
pepID7402,"[0.5536137223243713, 0.2393128126859665, 0.20707346498966217]",0,0,1
pepID2310,"[0.030054355040192604, 0.33125072717666626, 0.6386949419975281]",2,2,1
pepID151,"[0.17513884603977203, 0.37171533703804016, 0.4531458616256714]",2,2,1
pepID9198,"[0.8774776458740234, 0.036551333963871, 0.08597100526094437]",0,0,1
polyID11_S76,"[0.001474924967624247, 0.42328277230262756, 0.5752422213554382]",2,1,1
pepID8391,"[0.875805675983429, 0.03546556085348129, 0.08872874826192856]",0,0,1
polyID40_S94,"[0.0015495509142056108, 0.22894802689552307, 0.7695024609565735]",2,2,1
pepID7956,"[0.8956319689750671, 0.027693860232830048, 0.07667424529790878]",0,0,1
polyID25_S32,"[0.9628180265426636, 0.005786510184407234, 0.03139544650912285]",0,0,1
pepID4110,"[0.05641351640224457, 0.36300334334373474, 0.5805830955505371]",2,2,1
pepID6542,"[0.9142068028450012, 0.02074776403605938, 0.06504545360803604]",0,0,1
pepID933,"[0.14958663284778595, 0.42762982845306396, 0.42278358340263367]",1,1,1
pepID8667,"[0.4633675515651703, 0.28435465693473816, 0.25227776169776917]",0,0,1
pepID6795,"[0.9282141327857971, 0.015714086592197418, 0.05607178807258606]",0,0,1
polyID12_S28,"[0.01283989381045103, 0.8216787576675415, 0.1654813289642334]",1,1,1
pepID7872,"[0.8155983686447144, 0.06352036446332932, 0.12088123708963394]",0,0,1
pepID8435,"[0.9068103432655334, 0.024083035066723824, 0.06910663098096848]",0,0,1
pepID711,"[0.10450288653373718, 0.43787726759910583, 0.4576198160648346]",2,0,1
pepID4850,"[0.428579181432724, 0.305267870426178, 0.26615291833877563]",0,1,1
pepID10234,"[0.8778234124183655, 0.0347708985209465, 0.08740567415952682]",0,0,1
pepID2252,"[0.5149373412132263, 0.23107881844043732, 0.25398385524749756]",0,2,1
polyID9_S48,"[0.22829392552375793, 0.7086750864982605, 0.06303097307682037]",1,0,1
polyID36_S12,"[0.3865586817264557, 0.5188166499137878, 0.09462474286556244]",1,2,1
pepID4829,"[0.019249487668275833, 0.3294299244880676, 0.6513205766677856]",2,1,1
pepID5349,"[0.7600424885749817, 0.09255062788724899, 0.14740687608718872]",0,0,1
polyID40_S93,"[0.0016128309071063995, 0.22141316533088684, 0.7769739627838135]",2,2,1
pepID2308,"[0.06806585937738419, 0.37493860721588135, 0.5569955706596375]",2,2,1
pepID7520,"[0.6030182838439941, 0.18743672966957092, 0.20954495668411255]",0,0,1
pepID6642,"[0.7380130290985107, 0.10561654716730118, 0.1563704013824463]",0,0,1
pepID3645,"[0.05436457321047783, 0.34974315762519836, 0.5958922505378723]",2,1,1
pepID9780,"[0.14401857554912567, 0.3643682301044464, 0.4916132390499115]",2,0,1
pepID5785,"[0.5806363821029663, 0.19644585251808167, 0.22291769087314606]",0,0,1
pepID6022,"[0.5651048421859741, 0.2004520297050476, 0.23444309830665588]",0,0,1
pepID6274,"[0.6277117729187012, 0.17310914397239685, 0.1991790533065796]",0,0,1
pepID2823,"[0.0662524476647377, 0.3641100227832794, 0.5696375370025635]",2,1,1
pepID5304,"[0.741261899471283, 0.10320762544870377, 0.1555304080247879]",0,0,1
polyID30_S70,"[0.8751737475395203, 0.03812127932906151, 0.0867050290107727]",0,0,1
pepID5945,"[0.6516556143760681, 0.1646227240562439, 0.183721661567688]",0,0,1
polyID9_S87,"[0.19981501996517181, 0.739891529083252, 0.060293491929769516]",1,0,1
pepID10507,"[0.4982020854949951, 0.2540847659111023, 0.24771319329738617]",0,0,1
pepID6247,"[0.8954172134399414, 0.028912167996168137, 0.07567058503627777]",0,0,1
pepID8938,"[0.5854679346084595, 0.21040138602256775, 0.2041306346654892]",0,0,1
polyID50_S15,"[0.31775104999542236, 0.5347582101821899, 0.14749068021774292]",1,1,1
pepID5998,"[0.7167410850524902, 0.11616168916225433, 0.16709725558757782]",0,0,1
pepID4946,"[0.03060627542436123, 0.36430683732032776, 0.6050868034362793]",2,1,1
polyID9_S27,"[0.2727062702178955, 0.6594207286834717, 0.06787297129631042]",1,0,1
pepID4188,"[0.055269353091716766, 0.3456656038761139, 0.5990651249885559]",2,1,1
pepID2244,"[0.13003933429718018, 0.3852972388267517, 0.4846634864807129]",2,2,1
polyID11_S58,"[0.009177555330097675, 0.8334071636199951, 0.15741531550884247]",1,1,1
polyID50_S62,"[0.15804168581962585, 0.6614395380020142, 0.1805187612771988]",1,1,1
pepID7414,"[0.7962836027145386, 0.07353539764881134, 0.13018107414245605]",0,0,1
polyID23_S25,"[0.012892681173980236, 0.3155849277973175, 0.6715223789215088]",2,1,1
pepID2347,"[0.15057721734046936, 0.3782025873661041, 0.47122013568878174]",2,1,1
pepID8086,"[0.9425522089004517, 0.012388568371534348, 0.04505922272801399]",0,0,1
pepID4038,"[0.1241430938243866, 0.3657916486263275, 0.5100652575492859]",2,1,1
pepID1501,"[0.14536775648593903, 0.3971426784992218, 0.457489550113678]",2,1,1
pepID7864,"[0.6503992676734924, 0.15274766087532043, 0.19685302674770355]",0,0,1
pepID127,"[0.09009572118520737, 0.3654610514640808, 0.5444432497024536]",2,2,1
pepID8175,"[0.4118404686450958, 0.3002430200576782, 0.28791651129722595]",0,0,1
pepID7010,"[0.7442267537117004, 0.10674791783094406, 0.1490253359079361]",0,0,1
polyID41_S64,"[0.755598247051239, 0.10154162347316742, 0.14286009967327118]",0,1,1
pepID8727,"[0.4544448256492615, 0.2774498760700226, 0.26810526847839355]",0,0,1
pepID8817,"[0.6927469968795776, 0.13009612262248993, 0.17715685069561005]",0,0,1
pepID4789,"[0.1876463145017624, 0.3809700906276703, 0.43138355016708374]",2,0,1
polyID9_S95,"[0.20738856494426727, 0.7291104793548584, 0.06350097060203552]",1,0,1
pepID1841,"[0.11174263805150986, 0.39640361070632935, 0.4918536841869354]",2,1,1
pepID3626,"[0.06378613412380219, 0.3592488765716553, 0.5769649744033813]",2,2,1
pepID2709,"[0.03954038396477699, 0.37220993638038635, 0.5882497429847717]",2,1,1
polyID28_S9,"[0.2304903268814087, 0.3069952428340912, 0.46251434087753296]",2,0,1
pepID4517,"[0.12888780236244202, 0.36935630440711975, 0.5017558932304382]",2,2,1
pepID2655,"[0.08329655230045319, 0.37314948439598083, 0.5435540080070496]",2,1,1
pepID8793,"[0.8454446792602539, 0.048606693744659424, 0.10594861209392548]",0,0,1
pepID10481,"[0.6856412887573242, 0.1428937166929245, 0.17146502435207367]",0,0,1
polyID40_S31,"[0.0034637374337762594, 0.27453675866127014, 0.7219995260238647]",2,2,1
pepID1040,"[0.6451129913330078, 0.15963329374790192, 0.19525377452373505]",0,2,1
pepID8848,"[0.1932295262813568, 0.37513211369514465, 0.43163833022117615]",2,0,1
pepID4591,"[0.5034465193748474, 0.23147523403167725, 0.2650783061981201]",0,1,1
pepID2257,"[0.06136903539299965, 0.3671322464942932, 0.5714987516403198]",2,1,1
pepID7811,"[0.9001541137695312, 0.025754477828741074, 0.07409138232469559]",0,0,1
pepID2817,"[0.08999830484390259, 0.37875792384147644, 0.5312436819076538]",2,0,1
pepID450,"[0.1899324655532837, 0.381316214799881, 0.4287513196468353]",2,1,1
pepID4511,"[0.3337739408016205, 0.3397260308265686, 0.3264999985694885]",1,1,1
polyID28_S37,"[0.8594945073127747, 0.040534086525440216, 0.09997141361236572]",0,0,1
polyID41_S48,"[0.7350974082946777, 0.12227155268192291, 0.14263103902339935]",0,1,1
pepID9435,"[0.5744998455047607, 0.20174263417720795, 0.22375747561454773]",0,0,1
pepID6351,"[0.6598345637321472, 0.1450606733560562, 0.19510479271411896]",0,0,1
pepID8242,"[0.7766035795211792, 0.08310414850711823, 0.140292227268219]",0,0,1
pepID9397,"[0.7775862216949463, 0.0830717533826828, 0.13934201002120972]",0,0,1
polyID22_S99,"[0.03745187446475029, 0.8930727243423462, 0.0694754421710968]",1,1,1
pepID7231,"[0.6659659743309021, 0.14664021134376526, 0.18739381432533264]",0,0,1
pepID10466,"[0.8136661052703857, 0.06443995237350464, 0.12189387530088425]",0,0,1
pepID4101,"[0.06672774255275726, 0.35738328099250793, 0.5758890509605408]",2,2,1
pepID1309,"[0.07748699933290482, 0.38080647587776184, 0.5417065024375916]",2,1,1
pepID8505,"[0.8322566747665405, 0.0572790652513504, 0.11046426743268967]",0,0,1
pepID3047,"[0.4128763973712921, 0.27221131324768066, 0.31491225957870483]",0,0,1
pepID5836,"[0.13503766059875488, 0.39581283926963806, 0.46914950013160706]",2,0,1
pepID6961,"[0.8937761783599854, 0.02869480289518833, 0.07752908021211624]",0,0,1
pepID6558,"[0.9701792001724243, 0.0043670013546943665, 0.02545378915965557]",0,0,1
pepID10750,"[0.6546813249588013, 0.15603631734848022, 0.1892823725938797]",0,0,1
pepID208,"[0.0361148826777935, 0.335318386554718, 0.6285666823387146]",2,2,1
polyID28_S76,"[0.5953001379966736, 0.16597218811511993, 0.23872768878936768]",0,0,1
pepID7624,"[0.8966420292854309, 0.028268510475754738, 0.07508955895900726]",0,0,1
polyID11_S29,"[0.002174710389226675, 0.36660605669021606, 0.631219208240509]",2,1,1
pepID219,"[0.2244434505701065, 0.3694775402545929, 0.406078964471817]",2,1,1
polyID12_S67,"[0.01693921908736229, 0.8331063389778137, 0.1499544084072113]",1,1,1
pepID7282,"[0.7290559411048889, 0.11072136461734772, 0.16022264957427979]",0,0,1
polyID36_S82,"[0.35327795147895813, 0.5616886019706726, 0.08503340184688568]",1,2,1
polyID25_S16,"[0.9704875349998474, 0.004047671798616648, 0.025464726611971855]",0,0,1
pepID9061,"[0.7836196422576904, 0.0801083967089653, 0.13627202808856964]",0,0,1
polyID12_S6,"[0.0028714833315461874, 0.6263157725334167, 0.3708127737045288]",1,1,1
pepID10225,"[0.7430630326271057, 0.10376056283712387, 0.15317635238170624]",0,0,1
polyID11_S30,"[0.000540513196028769, 0.17487072944641113, 0.8245888352394104]",2,1,1
polyID18_S92,"[0.0014146363828331232, 0.2888714075088501, 0.7097139358520508]",2,2,1
polyID9_S84,"[0.2651989161968231, 0.6677731871604919, 0.06702790409326553]",1,0,1
polyID31_S12,"[0.011092633940279484, 0.5032024383544922, 0.48570486903190613]",1,0,1
pepID3793,"[0.7831001281738281, 0.07881592959165573, 0.13808396458625793]",0,2,1
pepID1191,"[0.10379113256931305, 0.3676139712333679, 0.5285949110984802]",2,1,1
pepID150,"[0.13708259165287018, 0.3677312135696411, 0.4951862692832947]",2,1,1
polyID26_S56,"[0.30324214696884155, 0.618638277053833, 0.07811950892210007]",1,0,1
pepID4195,"[0.048737142235040665, 0.35311734676361084, 0.5981454849243164]",2,2,1
pepID2924,"[0.6696904301643372, 0.13685572147369385, 0.1934538185596466]",0,2,1
polyID36_S68,"[0.33982110023498535, 0.5784373879432678, 0.08174143731594086]",1,2,1
pepID540,"[0.0924544408917427, 0.40030524134635925, 0.5072402954101562]",2,2,1
pepID2531,"[0.1363694816827774, 0.3808724284172058, 0.48275813460350037]",2,2,1
polyID23_S74,"[0.02814505435526371, 0.36324048042297363, 0.6086145043373108]",2,1,1
polyID25_S67,"[0.97306889295578, 0.00350582180544734, 0.023425299674272537]",0,0,1
pepID4564,"[0.22594666481018066, 0.3583814203739166, 0.4156719446182251]",2,1,1
pepID8940,"[0.7193279266357422, 0.11363309621810913, 0.16703905165195465]",0,0,1
pepID10023,"[0.41699281334877014, 0.35673433542251587, 0.2262728214263916]",0,0,1
polyID11_S93,"[0.008816479705274105, 0.8356749415397644, 0.15550853312015533]",1,1,1
polyID12_S25,"[0.0009283890831284225, 0.22111648321151733, 0.777955174446106]",2,1,1
pepID333,"[0.2885885536670685, 0.3520641624927521, 0.35934725403785706]",2,0,1
polyID32_S95,"[0.0018434489611536264, 0.2189997136592865, 0.7791568040847778]",2,2,1
pepID839,"[0.16707807779312134, 0.4394012689590454, 0.39352065324783325]",1,1,1
pepID1879,"[0.07156091928482056, 0.37013572454452515, 0.5583034157752991]",2,2,1
pepID10640,"[0.6403064131736755, 0.15897472202777863, 0.20071887969970703]",0,0,1
pepID5002,"[0.031057151034474373, 0.3525894284248352, 0.6163535118103027]",2,1,1
polyID11_S26,"[0.0021283363457769156, 0.3204677402973175, 0.6774038672447205]",2,1,1
pepID9786,"[0.7484719753265381, 0.09512513875961304, 0.15640291571617126]",0,0,1
polyID31_S13,"[0.5568718314170837, 0.27612701058387756, 0.1670011729001999]",0,0,1
pepID6941,"[0.920543372631073, 0.019074536859989166, 0.06038207560777664]",0,0,1
pepID1547,"[0.05222223326563835, 0.36382588744163513, 0.5839518308639526]",2,1,1
pepID1862,"[0.11317061632871628, 0.38297030329704285, 0.5038591027259827]",2,1,1
polyID28_S85,"[0.6935227513313293, 0.11984678357839584, 0.18663041293621063]",0,0,1
pepID2734,"[0.033850543200969696, 0.39094823598861694, 0.5752012133598328]",2,2,1
pepID662,"[0.04251991584897041, 0.3551750183105469, 0.602304995059967]",2,2,1
pepID1833,"[0.08034424483776093, 0.3842167258262634, 0.5354390144348145]",2,2,1
polyID12_S20,"[0.010339674539864063, 0.8281985521316528, 0.1614616960287094]",1,1,1
pepID5919,"[0.781093418598175, 0.07924039661884308, 0.13966616988182068]",0,0,1
pepID2825,"[0.13655619323253632, 0.3637697100639343, 0.4996740520000458]",2,1,1
polyID32_S40,"[0.0015983190387487411, 0.22931009531021118, 0.7690916061401367]",2,2,1
pepID5933,"[0.18372410535812378, 0.38171371817588806, 0.43456220626831055]",2,0,1
pepID7390,"[0.6280699372291565, 0.17902669310569763, 0.19290336966514587]",0,0,1
polyID30_S57,"[0.6299006342887878, 0.23505420982837677, 0.1350451111793518]",0,0,1
polyID32_S36,"[0.00036929233465343714, 0.14231716096401215, 0.8573135137557983]",2,2,1
pepID9313,"[0.7069437503814697, 0.12327267229557037, 0.1697835475206375]",0,0,1
pepID10561,"[0.6186986565589905, 0.17868836224079132, 0.202612966299057]",0,0,1
pepID1713,"[0.0486806184053421, 0.3721441328525543, 0.5791752338409424]",2,2,1
pepID2608,"[0.05155221000313759, 0.35208141803741455, 0.5963663458824158]",2,2,1
pepID7889,"[0.8948503136634827, 0.027855660766363144, 0.0772940143942833]",0,0,1
pepID9200,"[0.8644160628318787, 0.0407743863761425, 0.09480965882539749]",0,0,1
polyID31_S18,"[0.02060922235250473, 0.7658693790435791, 0.21352136135101318]",1,0,1
pepID10429,"[0.4887319505214691, 0.23004809021949768, 0.2812198996543884]",0,0,1
polyID36_S7,"[0.39677420258522034, 0.5056747794151306, 0.09755094349384308]",1,2,1
polyID50_S90,"[0.4779687523841858, 0.35240596532821655, 0.16962529718875885]",0,1,1
pepID5646,"[0.16022470593452454, 0.36495015025138855, 0.4748251736164093]",2,0,1
pepID161,"[0.10332196205854416, 0.376668781042099, 0.5200092196464539]",2,1,1
polyID9_S59,"[0.19760578870773315, 0.7395839095115662, 0.0628102645277977]",1,0,1
polyID22_S76,"[0.023424027487635612, 0.900773286819458, 0.0758027657866478]",1,1,1
pepID1726,"[0.07708875089883804, 0.37358415126800537, 0.5493271350860596]",2,1,1
pepID6397,"[0.7022606730461121, 0.13340114057064056, 0.1643381416797638]",0,0,1
pepID3222,"[0.06923700124025345, 0.37459492683410645, 0.5561681389808655]",2,2,1
pepID5954,"[0.5159906148910522, 0.2508646845817566, 0.23314467072486877]",0,0,1
pepID2177,"[0.14784222841262817, 0.39905664324760437, 0.45310115814208984]",2,1,1
