sample_ID,poly_ID,MIC_ecoli,sequence,seq_mon_mol_dist
42,8,729.8540145985402,NiTmaNiTmaTmaNiTmaTmaNiTmaMepTmaTmaTmaTmaNiNiNiTmaNiNiNiTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaNiTmaNiTmaMepNiNiNiTmaMepTmaNiNiNiTmaNiNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTma,[0.72527522 0.22688002 0.04784476]
43,8,729.8540145985402,TmaNiTmaNiNiTmaNiTmaTmaTmaTmaNiNiTmaTmaNiNiTmaTmaTmaTmaNiTmaNiTmaTmaMepTmaTmaTmaTmaNiTmaTmaNiNiTmaNiTmaNiTmaNiTmaTmaTmaTmaNiNiNiTmaTmaTmaTmaMepTmaTmaNiNiMepNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.76114413 0.2037082  0.03514767]
44,8,729.8540145985402,TmaTmaTmaTmaNiTmaMepTmaTmaTmaTmaTmaNiNiNiNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaNiNiNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaMepTmaTmaTmaNiTmaNiTmaTmaTmaMepTmaTmaMepTmaTmaTmaTmaTma,[0.81261725 0.14235328 0.04502948]
45,8,729.8540145985402,NiTmaTmaTmaTmaNiNiNiTmaTmaTmaNiTmaMepTmaTmaTmaMepTmaTmaTmaTmaTmaTmaNiTmaNiTmaMepTmaTmaTmaTmaTmaTmaMepTmaMepNiNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaNiTmaNiNiNiTma,[0.77921504 0.16336666 0.0574183 ]
46,8,729.8540145985402,TmaTmaTmaTmaMepTmaNiTmaTmaNiNiTmaNiNiTmaTmaNiNiTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaMepTmaTmaTmaTmaTmaTmaTmaNiTmaMepTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaNiTmaTmaTma,[0.84277772 0.11316496 0.04405732]
47,8,729.8540145985402,TmaTmaTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaTmaNiMepTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaMepNiTmaTmaNiNiTmaTmaNiTmaTmaMepMepTmaNiTmaTmaTmaTmaTmaMepTmaTmaTmaNiTmaMepNiTmaNiTmaMepTmaTmaMepTmaTmaNiTmaMepTma,[0.76101669 0.13584982 0.10313349]
48,8,729.8540145985402,TmaTmaTmaTmaTmaNiNiTmaTmaNiMepTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiNiTmaNiTmaNiTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTma,[0.84865722 0.14025162 0.01109117]
49,8,729.8540145985402,NiNiTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaMepNiNiTmaTmaNiTmaTmaNiMepTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.87363831 0.09394373 0.03241797]
50,8,729.8540145985402,TmaTmaTmaTmaNiTmaNiTmaNiTmaTmaNiTmaTmaNiTmaTmaTmaNiTmaMepNiTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaMepTmaTmaTmaTmaNiNiTmaNiTmaTmaNiTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepNi,[0.82281755 0.13248176 0.04470069]
51,8,729.8540145985402,NiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiNiNiMepNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTma,[0.86611501 0.11206956 0.02181543]
52,8,729.8540145985402,TmaTmaTmaTmaNiNiTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiNiNiTmaNiTmaTmaNiTmaTmaNiNiNiTmaTmaTmaTmaNiTmaNiTmaNiMepNiTmaTmaTmaNiTmaNiTmaNiTmaTmaTmaNiTmaTmaTmaTmaMepTmaNiTmaNiTmaTmaTmaNiNi,[0.75183179 0.22449708 0.02367112]
53,8,729.8540145985402,TmaTmaTmaTmaTmaTmaNiTmaNiNiMepTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepNiTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaNiTmaMepTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaTmaMepTmaNiTmaTma,[0.83093716 0.11372073 0.05534211]
54,8,729.8540145985402,TmaTmaNiTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaMepTmaNiTmaTmaNiNiMepNiTmaTmaTmaMepNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiMepTmaTmaTmaTmaTmaNiTmaTmaMepTma,[0.83093716 0.11372073 0.05534211]
55,8,729.8540145985402,TmaTmaTmaTmaTmaTmaTmaTmaMepNiTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaMepMepTmaTmaMepTmaTmaTmaNiNiMepMepTmaTmaTmaTmaTmaNiMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaMepTmaNiTmaNiTmaTmaTmaTmaTmaNiTmaMepTmaMepTmaNi,[0.78913113 0.08816263 0.12270624]
56,8,729.8540145985402,TmaTmaTmaTmaNiTmaMepTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaNiMepNiTmaTmaTmaTmaNiMepNiTmaTmaNiTmaTmaNiTmaTmaMepNiTmaTmaNiTmaTmaMepTmaTmaTmaMepTmaTma,[0.80501696 0.1057664  0.08921664]
57,8,729.8540145985402,TmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaNiTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaMepMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTma,[0.89423844 0.08440279 0.02135877]
58,8,729.8540145985402,TmaTmaTmaNiTmaTmaNiNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaNiTmaTmaTmaNiNiTmaTmaTmaTmaNiTmaTmaTmaMepTmaTmaTmaTmaTmaTmaNiMepTmaTmaTma,[0.87363831 0.09394373 0.03241797]
59,8,729.8540145985402,TmaNiTmaMepNiNiTmaTmaTmaMepMepMepNiMepTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaNiTmaTmaTmaNiTmaNiTma,[0.82089415 0.1233606  0.05574525]
60,8,729.8540145985402,NiTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaNiNiTmaMepTmaTmaNiMepTmaNiTmaNiTmaTmaTmaTmaTmaNiNiNiTmaTmaMepNiNiTmaTmaTmaNiMepNiTmaTmaTmaNiNiTmaTmaTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTma,[0.74811885 0.2047727  0.04710845]
61,8,729.8540145985402,NiTmaTmaNiTmaTmaTmaTmaNiTmaNiTmaNiMepTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiMepTmaTmaTmaNiMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMep,[0.84277772 0.11316496 0.04405732]
62,8,729.8540145985402,TmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaNiTmaNiTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaMepNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaMepTmaTmaMepTmaTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaNiMep,[0.82089415 0.1233606  0.05574525]
63,8,729.8540145985402,TmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaMepTmaTmaTmaTmaTmaTmaTmaMepNiTmaTmaNiTmaTmaNiNiNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaNiTmaTmaTmaTma,[0.84668829 0.13118084 0.02213087]
64,8,729.8540145985402,NiTmaNiNiTmaNiTmaNiNiTmaMepTmaTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaNiTmaNiNiTmaTmaTmaNiTmaNiTmaMepNiTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaNiTmaNiTmaNiTma,[0.77027003 0.18333552 0.04639445]
65,8,729.8540145985402,NiTmaTmaNiNiTmaTmaTmaNiNiTmaTmaTmaTmaNiTmaTmaTmaNiTmaNiNiTmaNiNiTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaMepTmaTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.80802973 0.18054801 0.01142226]
66,8,729.8540145985402,TmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaMepTmaNiTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaNiTmaNiMepTmaTmaMepTmaNiTmaMepNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNi,[0.85254388 0.10371359 0.04374252]
67,8,729.8540145985402,NiTmaTmaNiTmaNiTmaTmaTmaMepNiMepNiTmaTmaTmaTmaTmaNiTmaNiMepNiNiNiTmaNiTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaMepTmaNiTmaNiTmaNiTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaMepTmaMepTmaNiTmaTmaTmaTmaTmaTmaTmaNiTma,[0.74444241 0.18524218 0.07031542]
68,8,729.8540145985402,TmaNiTmaTmaTmaNiTmaNiTmaMepTmaTmaTmaTmaTmaTmaTmaNiNiNiTmaNiNiTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaMepNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaMepNiTma,[0.80417794 0.16171862 0.03410344]
69,8,729.8540145985402,TmaNiTmaNiMepTmaTmaTmaNiTmaTmaTmaMepTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaMepTmaTmaTmaNiNiTmaNiTmaNiTmaTmaTmaNiMepTmaTmaTmaTmaTmaNiTmaTmaTmaNiTma,[0.82089415 0.1233606  0.05574525]
70,8,729.8540145985402,TmaTmaTmaNiMepTmaTmaTmaTmaNiTmaTmaTmaTmaNiMepMepTmaNiTmaTmaTmaTmaTmaTmaNiNiTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiNiNiMepTmaNiTmaNiNiTmaTmaNiNiNiTmaNiTmaNiTmaMepNiTmaTmaNiTmaTmaTmaTma,[0.7462761  0.19498338 0.05874051]
71,8,729.8540145985402,MepTmaMepNiTmaTmaNiMepMepTmaTmaTmaTmaNiMepTmaTmaMepTmaTmaTmaTmaNiNiTmaTmaNiTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaTmaNiTmaTmaTmaNiNiTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaMepTmaTmaNiTmaMepTmaNiTmaTmaTmaTma,[0.76284953 0.14525547 0.09189501]
72,8,729.8540145985402,TmaTmaTmaTmaMepTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiNiTmaTmaTmaTmaTmaMepTmaTmaNiTmaMepMepTmaTmaTmaNiTmaTmaTmaNiNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaNiTmaTmaTma,[0.84277772 0.11316496 0.04405732]
73,8,729.8540145985402,TmaTmaTmaTmaNiNiTmaTmaTmaTmaNiNiNiTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaMepTmaTmaTmaMepTmaTmaTmaNiTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaMepTmaTmaTmaNiTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTma,[0.85254388 0.10371359 0.04374252]
74,8,729.8540145985402,TmaTmaTmaTmaNiTmaTmaTmaTmaMepTmaTmaTmaNiTmaMepTmaTmaTmaTmaTmaTmaTmaMepTmaMepTmaTmaTmaTmaTmaTmaNiNiTmaTmaNiTmaNiTmaTmaMepNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiNiNiTma,[0.83093716 0.11372073 0.05534211]
75,8,729.8540145985402,TmaTmaTmaTmaTmaTmaTmaMepTmaTmaNiTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaMepTmaTmaTmaTmaTmaTmaTmaNiMepTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiMepTmaTmaTmaNiNi,[0.86579198 0.05924545 0.07496257]
76,8,729.8540145985402,TmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaNiNiTmaNiTmaNiTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaNiTmaTmaNiTmaTmaNiTmaTmaTmaTmaMepTmaTmaNiTmaTma,[0.86611501 0.11206956 0.02181543]
77,8,729.8540145985402,NiNiNiTmaTmaNiTmaTmaTmaTmaTmaNiMepTmaTmaTmaNiNiTmaTmaTmaNiTmaTmaTmaMepMepTmaTmaTmaTmaTmaTmaNiTmaMepTmaTmaTmaNiTmaMepTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaMepNi,[0.80690367 0.11484881 0.07824752]
78,8,729.8540145985402,TmaTmaNiTmaNiTmaTmaMepNiTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaMepNiTmaMepTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiMepTmaTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaTmaNiNiNiTmaTmaNiTmaNiTma,[0.78109571 0.17285878 0.04604551]
79,8,729.8540145985402,TmaTmaTmaTmaNiTmaTmaTmaMepTmaTmaNiTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiNiNiTmaNiNiTmaTmaNiTmaTmaNiNiTmaNiTmaNiTmaTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaNiTmaNiNiTmaNiTmaTmaTmaTma,[0.77593084 0.21238531 0.01168385]
80,8,729.8540145985402,TmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiNiNiTmaTmaTmaTmaMepTmaMepTmaTmaMepTmaNiTmaNiTmaNiMepTmaTmaMepMepTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTma,[0.82901329 0.10472994 0.06625677]
81,8,729.8540145985402,NiNiNiTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaNiNiTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaNiNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaMepTmaTmaTmaNiTmaTmaTmaNiNiNiTma,[0.80802973 0.18054801 0.01142226]
82,8,729.8540145985402,TmaMepNiNiTmaNiTmaNiTmaMepTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaMepTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaNiTma,[0.83481181 0.13182809 0.0333601 ]
83,8,729.8540145985402,TmaTmaTmaTmaNiTmaTmaTmaTmaMepMepTmaNiTmaTmaNiTmaTmaTmaTmaMepTmaTmaTmaNiTmaMepTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaNiTmaTmaTmaNiMepNiMepTmaNiTmaNiTmaNiTmaTmaTmaTmaTmaTmaTma,[0.81897972 0.11428199 0.06673829]
84,8,729.8540145985402,TmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaMepMepTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaNiTmaMepNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTma,[0.87363831 0.09394373 0.03241797]
85,8,729.8540145985402,TmaTmaTmaTmaNiTmaNiTmaTmaTmaNiNiTmaNiMepTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaNiMepTmaTmaTmaTmaTmaMepTmaTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaMepNiTmaTmaTmaMep,[0.8003627  0.1430679  0.05656941]
86,8,729.8540145985402,TmaMepNiTmaTmaTmaTmaMepTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaMepTmaTmaNiTmaTmaTmaMepTmaTmaTmaMepTmaTmaNiTmaTmaTmaTmaTmaTmaMepNiTmaTmaTmaTmaTmaTmaNiNiNiTmaTmaNiNiTmaTmaNiTmaNiTmaNiTmaTmaTmaTmaTmaNiTmaTma,[0.79846862 0.13380874 0.06772264]
87,8,729.8540145985402,TmaNiTmaMepNiTmaTmaNiNiNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiNiNiMepTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiMepTmaTmaTmaTmaTmaTmaTmaNiNiNiTmaTmaTmaTmaNiMepTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTma,[0.8003627  0.1430679  0.05656941]
88,8,729.8540145985402,TmaNiTmaTmaTmaNiTmaTmaTmaNiTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaMepTmaTmaNiTmaMepNiNiNiNiTmaTmaNiTmaTmaTmaTmaTmaNiNiTmaNiTmaTmaTmaTmaMepMepMep,[0.7684014  0.17374622 0.05785238]
89,8,729.8540145985402,TmaNiTmaTmaTmaNiTmaTmaNiNiTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiNiTmaTma,[0.86810034 0.12096695 0.01093272]
90,8,729.8540145985402,TmaMepNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaNiTmaNiTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaTmaTmaMepTmaTmaMepTmaNi,[0.83481181 0.13182809 0.0333601 ]
91,8,729.8540145985402,NiTmaNiNiTmaTmaTmaTmaNiTmaNiNiTmaTmaNiTmaNiNiTmaTmaNiTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaMepNiTma,[0.80609923 0.17111082 0.02278995]
92,8,729.8540145985402,TmaTmaNiTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaNiTmaNiTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaNiTmaTmaTmaMepNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiMep,[0.81647147 0.16090701 0.02262152]
93,8,729.8540145985402,TmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaNiNiNiTmaTmaMepTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaNiTmaTmaTmaTmaMepNiMepTmaNiTmaTmaTmaNiNiMepTmaTmaTmaTmaNiTmaNiTma,[0.80226578 0.15237109 0.04536313]
94,8,729.8540145985402,NiTmaTmaTmaNiTmaTmaTmaNiNiTmaMepTmaTmaMepNiNiNiNiNiTmaTmaTmaNiMepTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaMepNiTmaMepTmaTmaTmaTmaNiTmaTmaTmaTmaMepTmaMepMepTmaNiTmaNiMepTmaTmaTmaTmaTmaMepTmaTma,[0.72594689 0.15711468 0.11693843]
95,8,729.8540145985402,NiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaMepNiNiTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.89423844 0.08440279 0.02135877]
96,8,729.8540145985402,TmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaMepTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaNiTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaMepNi,[0.86217147 0.09439633 0.0434322 ]
97,8,729.8540145985402,TmaTmaMepNiTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaMepTmaTmaTmaTmaNiTmaTmaNiTmaNiTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaMepNiNiNiTmaTmaTmaTmaNiMepTmaTmaTmaNiNiTmaTmaTmaMepTmaNiTmaNiMepTmaTmaTmaTmaTmaTmaTma,[0.78798449 0.14378973 0.06822579]
98,8,729.8540145985402,TmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaNiNiMepTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiMepNiTmaTmaTma,[0.87562216 0.10271678 0.02166105]
99,8,729.8540145985402,TmaTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiNiNiTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiMepNiNiNiNiNiNiTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiNiTmaTmaTma,[0.76490198 0.22332429 0.01177373]
100,8,729.8540145985402,TmaNiTmaNiTmaNiMepNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaNiTmaTmaNiTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaNiNiTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaNiTma,[0.80609923 0.17111082 0.02278995]
1,9,793.5714285714286,PheTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaPheMoTmaPheTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaPheTmaMoPheTmaTmaTmaPheTmaTmaTmaTmaMoMoTmaTmaPhePheTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTma,[0.80444066 0.13216903 0.06339031]
2,9,793.5714285714286,PhePheTmaTmaTmaTmaPheTmaPheTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaMoPheTmaTmaTmaPhePheTmaPhePhePheTmaTmaTmaTmaTmaMoTmaTmaTmaTmaMoTmaTmaPheMoTmaTmaTmaTmaTmaPheTmaTmaMoTmaPheTmaTmaTmaPhePheTmaTmaTmaPheTmaTmaPhe,[0.73083161 0.21491706 0.05425133]
3,9,793.5714285714286,TmaTmaMoTmaMoTmaTmaTmaMoTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheMoTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaMoTmaTmaPhePhePheMoTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTma,[0.83999897 0.0869889  0.07301213]
